Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
20250744,04/16/2011 12:00:00 AM,04/21/2011 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,10458,2362 RYER AVENUE,RYER AVENUE,FIELD PLACE,BEND,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,04/21/2011 12:00:00 AM,05 BRONX,2031510026,BRONX,1012369,252181,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
24552832,12/07/2012 12:00:00 AM,12/17/2012 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11229,2704 OCEAN AVENUE,OCEAN AVENUE,GRAVESEND NECK ROAD,AVENUE W,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,12/17/2012 12:00:00 AM,15 BROOKLYN,3073800042,BROOKLYN,997942,156268,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
41549507,01/16/2019 03:53:44 PM,01/29/2019 09:58:52 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11422,257-36 148 AVENUE,148 AVENUE,,,,,ADDRESS,Rosedale,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,01/29/2019 09:58:52 PM,13 QUEENS,4136720022,QUEENS,1058739,178044,ONLINE,Unspecified,QUEENS,,,,,,,,40.655053,-73.7315396,"(40.655053, -73.7315396)"
41190221,12/14/2018 04:13:52 PM,12/17/2018 03:19:43 PM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11207,,,,,ATLANTIC AVENUE,WARWICK STREET,INTERSECTION,BROOKLYN,,N/A,Closed,12/24/2018 04:13:52 PM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,12/17/2018 03:19:43 PM,05 BROOKLYN,,BROOKLYN,1015632,186077,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6773595,-73.8868607,"(40.6773595, -73.8868607)"
20367687,05/05/2011 11:10:05 AM,05/06/2011 09:54:32 AM,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,10021,414 EAST 71 STREET,EAST 71 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,05/15/2011 11:10:05 AM,"The condition was inspected and it was in compliance with Department of Transportation standards, not hazardous, or a valid permit exists.",05/06/2011 09:54:32 AM,08 MANHATTAN,1014650040,MANHATTAN,996455,218673,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7668748,-73.9559391,"(40.7668748, -73.9559391)"
33211523,04/25/2016 05:03:19 PM,04/28/2016 01:15:38 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,914 COLUMBUS AVENUE,COLUMBUS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,04/28/2016 01:15:38 AM,07 MANHATTAN,1018590035,MANHATTAN,994351,230147,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7983705,-73.9635174,"(40.7983705, -73.9635174)"
19540742,01/06/2011 11:05:50 PM,01/07/2011 04:30:53 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11102,27-01 21 STREET,21 STREET,27 AVENUE,27 ROAD,,,ADDRESS,ASTORIA,,Precinct,Closed,01/07/2011 07:05:50 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2011 04:30:53 AM,01 QUEENS,4005430015,QUEENS,1004755,220605,PHONE,Unspecified,QUEENS,,,,,,,,40.7721623,-73.9259696,"(40.7721623, -73.9259696)"
32109710,12/01/2015 12:01:16 PM,12/05/2015 01:12:12 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,2201 CORTELYOU ROAD,CORTELYOU ROAD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",12/05/2015 01:12:12 AM,14 BROOKLYN,3051660020,BROOKLYN,996342,173944,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6441044,-73.9564273,"(40.6441044, -73.9564273)"
39235165,05/19/2018 09:45:34 AM,10/12/2018 04:05:45 PM,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11208,60 GRANT AVENUE,GRANT AVENUE,JAMAICA AVENUE,ETNA STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,07/05/2018 04:00:24 PM,The Department of Parks and Recreation performed the work necessary to correct the condition.,10/12/2018 04:05:45 PM,05 BROOKLYN,3041110077,BROOKLYN,1020663,190532,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6895682,-73.8686988,"(40.6895682, -73.8686988)"
45970408,04/10/2020 01:36:29 AM,04/10/2020 07:17:27 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,210 WEST  230 STREET,WEST  230 STREET,EXTERIOR STREET,GODWIN TERRACE,EXTERIOR STREET,GODWIN TERRACE,,BRONX,WEST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/10/2020 11:17:30 AM,08 BRONX,2057020001,BRONX,1009925,258945,ONLINE,Unspecified,BRONX,,,,,,,,40.87738115776839,-73.90715729977856,"(40.87738115776839, -73.90715729977856)"
27281220,01/28/2014 04:10:36 PM,01/28/2014 04:10:36 PM,DOT,Department of Transportation,Street Condition,Pothole,,10469,3736 LACONIA AVENUE,LACONIA AVENUE,EAST 217 STREET,EAST 218 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,01/28/2014 04:10:36 PM,Unspecified BRONX,2047110018,BRONX,1024992,259616,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
33105219,04/11/2016 12:00:00 AM,04/22/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11432,,,,,164 STREET,89 AVENUE,INTERSECTION,Jamaica,,N/A,Closed,05/11/2016 02:42:35 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,04/22/2016 12:00:00 AM,12 QUEENS,,QUEENS,1040491,197074,ONLINE,Unspecified,QUEENS,,,,,,,,40.7074206,-73.7971468,"(40.7074206, -73.7971468)"
30238435,03/22/2015 03:40:43 PM,05/05/2015 03:25:58 PM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10007,55 CHURCH STREET,CHURCH STREET,FULTON STREET,VESEY STREET,,,ADDRESS,NEW YORK,,N/A,Closed,04/05/2015 03:40:43 PM,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",05/05/2015 03:24:13 PM,01 MANHATTAN,1000800004,MANHATTAN,981373,198552,ONLINE,Unspecified,MANHATTAN,,,JFK Airport,,,,,40.7116556,-74.0103776,"(40.7116556, -74.0103776)"
33581267,06/12/2016 08:24:29 PM,06/13/2016 12:48:52 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454,175 ALEXANDER AVENUE,ALEXANDER AVENUE,EAST 135 STREET,EAST 137 STREET,,,ADDRESS,BRONX,,Precinct,Closed,06/13/2016 04:24:29 AM,The Police Department responded to the complaint and took action to fix the condition.,06/13/2016 12:48:52 AM,01 BRONX,2023110001,BRONX,1004613,233767,ONLINE,Unspecified,BRONX,,,,,,,,40.8082888,-73.9264423,"(40.8082888, -73.9264423)"
36773858,07/24/2017 02:26:26 PM,07/24/2017 04:43:15 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11104,41-11 39 PLACE,39 PLACE,SKILLMAN AVENUE,43 AVENUE,,,ADDRESS,SUNNYSIDE,,Precinct,Closed,07/24/2017 10:26:26 PM,The Police Department reviewed your complaint and provided additional information below.,07/24/2017 04:43:15 PM,02 QUEENS,4001860018,QUEENS,1005156,211459,PHONE,Unspecified,QUEENS,,,,,,,,40.7470579,-73.9245502,"(40.7470579, -73.9245502)"
38423700,02/08/2018 05:36:40 PM,02/15/2018 10:01:54 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10032,3920 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/15/2018 10:01:54 AM,12 MANHATTAN,1021220069,MANHATTAN,1000411,244784,PHONE,Unspecified,MANHATTAN,,,,,,,,40.838536,-73.9415948,"(40.838536, -73.9415948)"
39965066,08/09/2018 10:47:40 AM,08/14/2018 09:07:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11375,,,,,108 STREET,JEWEL AVENUE,INTERSECTION,Forest Hills,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,08/14/2018 09:07:00 AM,06 QUEENS,,QUEENS,1027263,202954,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7236339,-73.8448206,"(40.7236339, -73.8448206)"
33123663,04/14/2016 12:43:23 AM,05/05/2016 03:15:41 PM,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,11430,JFK,JFK,BEND,BEND,,,ADDRESS,JAMAICA,,N/A,Closed,05/30/2016 08:28:09 AM,The Taxi and Limousine Commission reviewed your complaint and found that a hearing is not necessary.The driver or owner pled guilty to a violation and paid a fine.,05/05/2016 03:15:41 PM,83 QUEENS,,QUEENS,1043012,175520,ONLINE,Unspecified,QUEENS,,,,,,,,40.6482435,-73.7882419,"(40.6482435, -73.7882419)"
21921433,11/18/2011 12:00:00 AM,12/08/2011 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10470,4769 WHITE PLAINS ROAD,WHITE PLAINS ROAD,PENFIELD STREET,EAST 242 STREET,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",12/08/2011 12:00:00 AM,12 BRONX,2051070003,BRONX,1025843,269117,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
47627040,09/19/2020 02:47:14 AM,09/19/2020 05:38:57 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,674 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,,BRONX,EAST  231 STREET,,Closed,,,,12 BRONX,2048330083,BRONX,1023188,264423,MOBILE,Unspecified,BRONX,,,,,,,,40.89236798554616,-73.85916553107027,"(40.89236798554616, -73.85916553107027)"
26485906,10/16/2013 01:32:12 AM,10/16/2013 01:56:42 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11205,328 MYRTLE AVENUE,MYRTLE AVENUE,WASHINGTON PARK,CARLTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/16/2013 09:32:12 AM,The Police Department responded to the complaint and took action to fix the condition.,10/16/2013 01:56:09 AM,02 BROOKLYN,3020720025,BROOKLYN,991636,191847,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6932493,-73.9733654,"(40.6932493, -73.9733654)"
22542144,01/18/2012 12:37:07 PM,01/23/2012 05:17:23 PM,DOF,Adjudication - Hearing by Mail,DOF Parking - Request Status,Status of Hearing,N/A,,,,,,,,,,,N/A,Closed,02/08/2012 12:37:07 PM,See notes.,01/23/2012 05:16:35 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,
18968525,10/24/2010 05:55:02 PM,10/27/2010 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11204,1843 63 STREET,63 STREET,18 AVENUE,19 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,10/27/2010 12:00:00 AM,Unspecified BROOKLYN,3055330058,BROOKLYN,987575,165061,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
21718981,10/24/2011 12:00:00 AM,10/27/2011 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10019,442 WEST 50 STREET,WEST 50 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/27/2011 12:00:00 AM,04 MANHATTAN,1010590054,MANHATTAN,986956,217629,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,
32571454,01/31/2016 10:59:53 PM,02/01/2016 12:23:53 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,108-40 37 DRIVE,37 DRIVE,108 STREET,DEAD END,,,ADDRESS,CORONA,,Precinct,Closed,02/01/2016 06:59:53 AM,The Police Department issued a summons in response to the complaint.,02/01/2016 12:23:53 AM,03 QUEENS,4017780014,QUEENS,1023310,213789,PHONE,Unspecified,QUEENS,,,,,,,,40.7533916,-73.859019,"(40.7533916, -73.859019)"
32317260,01/01/2016 02:18:19 PM,01/06/2016 01:08:45 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10460,770 GARDEN STREET,GARDEN STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/06/2016 01:08:45 AM,06 BRONX,2031120025,BRONX,1016356,248873,MOBILE,Unspecified,BRONX,,,,,,,,40.8497155,-73.8839506,"(40.8497155, -73.8839506)"
34479730,10/06/2016 07:21:40 PM,10/07/2016 05:33:57 AM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,10461,3151 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ST THERESA AVENUE,ARNOW PLACE,,,ADDRESS,BRONX,,Precinct,Closed,10/07/2016 03:21:40 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/07/2016 05:33:57 AM,10 BRONX,2042350045,BRONX,1031177,248897,PHONE,Unspecified,BRONX,,,,,,,,40.849715,-73.830379,"(40.849715, -73.830379)"
28248550,06/13/2014 11:06:00 AM,06/13/2014 12:00:00 PM,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11234,2670 MILL AVENUE,MILL AVENUE,EAST 57 PLACE,56 DRIVE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,The Department of Sanitation removed the items.,06/13/2014 11:06:00 AM,18 BROOKLYN,3086450026,BROOKLYN,1008449,161022,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6086115,-73.9128469,"(40.6086115, -73.9128469)"
16410011,04/09/2010 12:46:13 PM,04/13/2010 12:45:27 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10467,3336 PERRY AVENUE,PERRY AVENUE,EAST 209 STREET,EAST GUN HILL ROAD,,,ADDRESS,BRONX,,N/A,Closed,07/08/2010 12:46:13 PM,The condition has been inspected/investigated. See customer notes for more information.,04/13/2010 12:45:27 PM,07 BRONX,2033480020,BRONX,1018916,259260,PHONE,Unspecified,BRONX,,,,,,,,40.878215,-73.8746436,"(40.878215, -73.8746436)"
40650812,10/24/2018 01:16:14 PM,10/25/2018 02:09:17 PM,DOT,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,Street,10021,,,,,EAST 75 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,11/13/2018 01:16:14 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",10/25/2018 02:09:17 PM,08 MANHATTAN,,MANHATTAN,994218,221171,PHONE,Unspecified,MANHATTAN,,,,,,,,40.773734,-73.9640111,"(40.773734, -73.9640111)"
26474326,10/11/2013 03:31:00 PM,10/11/2013 09:40:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11364,69-54 230 STREET,230 STREET,69 AVE,73 AVE,,,ADDRESS,Oakland Gardens,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,10/11/2013 09:40:00 PM,11 QUEENS,4076880032,QUEENS,1054700,210918,ONLINE,Unspecified,QUEENS,,,,,,,,40.7453171,-73.7457523,"(40.7453171, -73.7457523)"
29361023,11/23/2014 10:05:56 PM,11/23/2014 11:19:46 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11223,2417 EAST 4 STREET,EAST 4 STREET,ANGELA DRIVE,AVENUE X,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/24/2014 06:05:56 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/23/2014 11:19:11 PM,15 BROOKLYN,3071800080,BROOKLYN,993541,154652,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5911553,-73.9665471,"(40.5911553, -73.9665471)"
21364791,09/05/2011 12:49:28 AM,09/05/2011 12:56:34 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,7323 17 AVENUE,17 AVENUE,73 STREET,74 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/05/2011 08:49:28 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/05/2011 12:56:34 AM,11 BROOKLYN,3062040001,BROOKLYN,984990,163635,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6158166,-73.9973346,"(40.6158166, -73.9973346)"
47601988,09/18/2020 08:17:00 AM,09/18/2020 08:17:00 AM,DOT,Department of Transportation,Street Light Condition,Foreign Attachment On Lamppost,,10452,,,,,SHAKESPEARE AVENUE,JEROME AVENUE,INTERSECTION,BRONX,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,09/17/2020 10:20:00 AM,04 BRONX,,BRONX,1005452,243662,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83544578740747,-73.9233803284864,"(40.83544578740747, -73.9233803284864)"
23207866,05/10/2012 04:40:23 PM,05/17/2012 12:45:57 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Other (Explain Below),10465,3039 DEWEY AVENUE,DEWEY AVENUE,LOGAN AVENUE,HOLLYWOOD AVENUE,,,ADDRESS,BRONX,,N/A,Closed,05/24/2012 04:40:23 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/17/2012 12:45:34 PM,10 BRONX,,BRONX,1034853,239174,PHONE,Unspecified,BRONX,,,,,,,,40.823008,-73.8171652,"(40.823008, -73.8171652)"
43439875,08/01/2019 08:10:35 AM,08/01/2019 08:58:01 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11233,1398 HERKIMER STREET,HERKIMER STREET,EASTERN PARKWAY,SHERLOCK PLACE,EASTERN PARKWAY,SHERLOCK PLACE,,BROOKLYN,HERKIMER STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/01/2019 12:58:06 PM,16 BROOKLYN,3015710021,BROOKLYN,1009953,186056,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6773201,-73.9073349,"(40.6773201, -73.9073349)"
32455896,01/19/2016 10:35:12 AM,02/16/2016 11:02:32 AM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11221,79 LINDEN STREET,LINDEN STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/16/2016 11:02:32 AM,04 BROOKLYN,3033220024,BROOKLYN,1006228,191415,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6920394,-73.9207469,"(40.6920394, -73.9207469)"
